State,Branch,Type,Election_Date,Party,Candidate,Win,Votes,Incumbent,Handle,Bio,Following,Followers,Bio_Length,bio_polarity,bio_subjectivity,bio_profanity,num_tweets,mean_tweet_length,mean_unique_words,mean_pct_unique,mean_tweet_polarity,std_tweet_polarity,mean_tweet_subjectivity,std_tweet_subjectivity,mean_tweet_profanity,std_tweet_profanity,polarity_coef,subjectivity_coef,profanity_coef,unique_coef,length_coef,pct_unique_coef
Alabama,Senate,General,11/8/2022,R,Katie Britt,W,940054,1,KatieBrittforAL,Unapologetically committed putting AlabamaFirst delivering results great KATIE 484848 join campaign text list,2,19798,20,0.8,0.75,0.019468074,965,31.37720207,28.13160622,0.896561974,0.228550032,0.298075023,0.443565901,0.27465664,0.038215865,0.049209405,1.83E-05,-5.76E-06,-2.44E-06,-0.000503112,-0.001154783,1.52E-05
Alabama,Senate,General,11/8/2022,D,Will Boyd,L,435431,0,willboydforAL,Senate Nominee Husband Father Bishop Pastor Engineer Educator Author,2224,4176,9,0,0,0.016660902,330,30.86969697,26.99090909,0.874349661,0.189707637,0.253048346,0.35283425,0.298291836,0.030552501,0.034297379,0.000108945,0.00025532,-2.96E-05,0.0104215,0.00926413,4.60E-05
Alabama,Senate,Primary,5/24/2022,D,Brandaun Dean,L,32863,0,BrandaunDean,Black America reparations I justice system police violence affected citizen battling displacement,207,2618,16,-0.166666667,0.433333333,0.076919047,1602,22.8258427,20.6069869,0.902791944,0.012197794,0.242735915,0.345183104,0.288340711,0.178219047,0.268845602,-4.25E-07,-3.32E-05,7.57E-06,-0.003127551,-0.003749193,1.66E-05
Alabama,Senate,Primary,5/24/2022,R,Jake Schafer,L,6951,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Senate,Primary,5/24/2022,R,Karla DuPriest,L,5366,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Senate,Primary,5/24/2022,R,Katie Britt,W,268949,1,KatieBrittforAL,Unapologetically committed putting AlabamaFirst delivering results great KATIE 484848 join campaign text list,2,19798,20,0.8,0.75,0.019468074,1034,29.22243714,26.36266925,0.90213794,0.260731849,0.290374321,0.448072976,0.277612882,0.035741679,0.045184714,3.58E-05,-2.80E-05,-9.50E-06,-0.006169827,-0.006987336,2.62E-05
Alabama,Senate,Primary,5/24/2022,D,Lanny Jackson,L,28402,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Senate,Primary,5/24/2022,R,Lillie Boddie,L,4865,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Senate,Primary,5/24/2022,R,Michael Durant,L,138300,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Senate,Primary,5/24/2022,R,Mo Brooks,L,170108,0,RepMoBrooks,following Alabama 5th District Congressman Political discourse welcome BLOCKED Profanity defamation lying PLEASE RETWEET GOOD INFO,2055,116385,18,0.375,0.425,0.0038664,684,36.99122807,32.8245614,0.887360683,0.082775728,0.304101693,0.438073465,0.258270615,0.053198899,0.065146224,-3.12E-05,2.94E-05,2.07E-05,-0.002453939,-0.001768054,-1.57E-05
Alabama,Senate,Primary,5/24/2022,D,Will Boyd,W,107588,0,willboydforAL,Senate Nominee Husband Father Bishop Pastor Engineer Educator Author,2224,4176,9,0,0,0.016660902,65,32.41538462,28.76923077,0.887517798,0.184183644,0.219614062,0.37194087,0.279375168,0.030403391,0.035342329,-0.000233876,0.002497543,0.000330164,-0.048033217,-0.06486014,0.000213261
Alaska,Senate,General,11/8/2022,R,Kelly Tshibaka,L,117299,0,KellyForAlaska,wife proud mom 5 Standing financial prosperity family freedom firearms fiscal responsibility future generations,8,32026,18,0.266666667,0.375,0.032801262,608,32.78947368,29.02631579,0.885232745,0.156677939,0.287207995,0.393884295,0.294592359,0.037491819,0.053848769,4.53E-06,0.000122428,-1.14E-05,0.015598418,0.020084207,-7.68E-05
Alaska,Senate,General,11/8/2022,R,Lisa Murkowski,W,135972,1,lisamurkowski,Official Twitter account Senator Lisa Murkowski Follow news updates happening Senate across Alaska,588,328808,22,0,0,0.028057507,1377,34.80174292,30.44662309,0.874859146,0.201054421,0.263610715,0.451834195,0.272266347,0.02872906,0.036886615,-4.60E-05,-2.09E-05,-5.75E-07,-0.003649331,-0.004411563,1.12E-05
Alaska,Senate,Primary,8/16/2022,R,Buzz Kelley,W,4034,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,Senate,Primary,8/16/2022,R,Kelly Tshibaka,W,73161,0,KellyForAlaska,wife proud mom 5 Standing financial prosperity family freedom firearms fiscal responsibility future generations,8,32026,18,0.266666667,0.375,0.032801262,654,33.23547401,29.41437309,0.885029444,0.165363799,0.283438972,0.400084802,0.288534399,0.037194218,0.053265981,-9.96E-06,9.54E-05,-5.53E-06,0.009584986,0.012081439,-4.21E-05
Alaska,Senate,Primary,8/16/2022,R,Lisa Murkowski,W,85344,1,lisamurkowski,Official Twitter account Senator Lisa Murkowski Follow news updates happening Senate across Alaska,588,328808,22,0,0,0.028057507,1390,34.32158273,30.03597122,0.875133628,0.19778998,0.267298988,0.451628883,0.28026545,0.028932332,0.036710649,-1.02E-07,-7.87E-06,-3.67E-06,-0.001186945,-0.001455752,4.24E-06
Alaska,Senate,Primary,8/16/2022,D,Patricia Chesbro,W,12945,0,ChooseChesbro,I Pat Chesbro I Democrat running US Senate Alaska Paid Chesbro Alaska PO Box 1311 Palmer AK 99645,192,899,26,0,0,0.023460264,177,31.44632768,27.64971751,0.879266978,0.171594997,0.277094878,0.362806846,0.310934664,0.044690698,0.050063434,-0.000847127,-0.000788898,7.68E-05,-0.021974169,-0.018061495,-0.000134983
Arizona,Senate,General,11/8/2022,R,Blake Masters,L,1005001,0,bgmasters,Senate Arizona Endorsed President Trump,2521,277356,8,0,0,0.007441378,872,23.56192661,21.54013761,0.914192543,0.048878586,0.274438437,0.34393144,0.305370502,0.086258925,0.120243444,1.63E-05,-2.61E-05,4.36E-05,-0.004062882,-0.004842013,1.60E-05
Arizona,Senate,General,11/8/2022,D,Mark Kelly,W,1128917,1,CaptMarkKelly,combat veteran retired NASA astronaut Husband GabbyGiffords United States Senator great state Arizona,1538,495882,17,0.4,0.375,0.134004043,928,33.90301724,30.11314655,0.888214354,0.156924408,0.244580803,0.384659198,0.285462058,0.03646162,0.050031043,4.07E-05,0.000119774,-1.23E-05,0.007034602,0.008642882,-3.16E-05
Arizona,Senate,Primary,8/2/2022,R,Blake Masters,W,327198,0,bgmasters,Senate Arizona Endorsed President Trump,2521,277356,8,0,0,0.007441378,874,23.29748284,21.27605956,0.913234263,0.057460701,0.276151215,0.351481623,0.306132717,0.091451958,0.127670824,4.63E-05,8.47E-05,-2.27E-05,0.006504576,0.00771872,-3.03E-05
Arizona,Senate,Primary,8/2/2022,R,Jim Lamon,L,228467,0,jim_lamon,Founder DEPCOM Power US Army Paratrooper Officer Bama Linebacker,230,6085,9,0,0,0.016877617,975,33.71589744,29.86564103,0.885802939,0.133458323,0.2649004,0.390279229,0.271566621,0.065828073,0.114088514,-7.32E-05,-8.10E-05,3.39E-06,-0.01305673,-0.015350668,3.36E-05
Arizona,Senate,Primary,8/2/2022,R,Justin Olson,L,41985,0,_JustinOlson,Candidate Senate Arizona Inquiries OlsonForSenate,344,1435,7,0,0,0.023624643,480,25.57916667,23.04791667,0.901042515,0.075170433,0.269308793,0.365998811,0.289252175,0.053002066,0.070373673,-2.51E-05,0.000110572,-1.68E-06,0.005726099,0.007049944,-1.89E-05
Arizona,Senate,Primary,8/2/2022,R,Mark Brnovich,L,144092,0,GeneralBrnovich,General Arizona Fighting Justice Upholding Rule Law GoDevils MusicBuff AZAG NunChuckEnthusiast,2579,51848,16,0.05,0.5,0.01958685,735,33.25306122,29.56054422,0.888957081,0.084436502,0.234099698,0.341330091,0.286627495,0.030692486,0.036396129,-8.10E-05,-2.97E-05,1.43E-05,-0.004415462,-0.005240759,1.72E-05
Arizona,Senate,Primary,8/2/2022,R,Michael McGuire,L,71100,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,Senate,General,11/8/2022,R,John Boozman,W,587990,1,JohnBoozman,Senator Arkansas serving SenateAgGOP leader Appropriations EPW Veterans Affairs committees ServingAR ARinDC,790,106111,17,0,0,0.096168609,908,38.27422907,34.17621145,0.892930107,0.181404146,0.268455376,0.467807997,0.253667507,0.038737449,0.048429426,-4.07E-05,2.99E-06,4.99E-06,7.22E-05,0.000663476,-1.48E-05
Arkansas,Senate,General,11/8/2022,D,Natalie James,L,276792,0,JamesForAR,Black person ever Dem nominee US Senate Arkansas Living Environmental,15706,29745,15,-0.166666667,0.433333333,0.249711751,2419,25.60190161,22.46915114,0.877636024,0.110814485,0.266570715,0.333948647,0.322524287,0.052590306,0.071847257,3.46E-06,-1.39E-05,-2.69E-06,-0.002738034,-0.003124348,1.57E-05
Arkansas,Senate,Primary,5/24/2022,D,Dan Whitfield,L,28259,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,Senate,Primary,5/24/2022,R,Heath Loftis,L,7086,0,pstrheathloftis,Candidate US Senate state Park Avenue Missionary Baptist USMC Reserve,63,40,15,0,0,0.055885882,5,12.4,11,0.887096774,0.12,0.24,0.155,0.31,0.048064983,0.032841592,4.39E-18,8.78E-18,0.008215316,-0.5,-0.5,-2.19E-18
Arkansas,Senate,Primary,5/24/2022,D,Jack Foster,L,13844,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,Senate,Primary,5/24/2022,R,Jake Bequette,L,64487,0,JakeBequette91,None,31,68,0,0,0,0,553,23.77396022,21.82640145,0.91808017,0.030979285,0.289230074,0.351448114,0.283065881,0.085677803,0.120569667,1.76E-05,0.000112769,-3.63E-05,-0.003561218,-0.004087236,2.19E-05
Arkansas,Senate,Primary,5/24/2022,R,Jan Morgan,L,57062,0,JanMorganMedia,Conservative Commentator Certified Firearms Instructor Founder 2AWomen,820,14456,7,0,0,0.002497105,78,25.52564103,22.80769231,0.893520844,0.045373608,0.275672074,0.340264149,0.328113838,0.082835577,0.084790439,-0.001800669,0.001007831,0.000262076,-0.000999001,-0.002870547,-2.93E-06
Arkansas,Senate,Primary,5/24/2022,R,John Boozman,W,178719,1,JohnBoozman,Senator Arkansas serving SenateAgGOP leader Appropriations EPW Veterans Affairs committees ServingAR ARinDC,790,106111,17,0,0,0.096168609,932,38.63626609,34.36695279,0.889499847,0.186594585,0.270254204,0.481623434,0.252841482,0.038031142,0.049849604,8.58E-05,7.22E-05,-5.71E-06,0.000466848,0.000497732,2.99E-06
Arkansas,Senate,Primary,5/24/2022,D,Natalie James,W,49631,0,JamesForAR,Black person ever Dem nominee US Senate Arkansas Living Environmental,15706,29745,15,-0.166666667,0.433333333,0.249711751,1946,25.65262076,22.42584964,0.874212809,0.109972601,0.26648177,0.332594276,0.317919981,0.053589993,0.075371262,2.56E-05,-3.49E-05,-7.28E-06,-0.002028734,-0.002882369,2.74E-05
California,Senate,General,11/8/2022,D,Alex Padilla,W,3202616,1,AlexPadilla4CA,Senator California Husband Dad Former CA Secretary State MIT Grad San Fernando Valley native Defending dream,1569,112309,19,0,0,0.100305199,1604,30.88279302,27.44763092,0.888767765,0.119263902,0.249811969,0.413989196,0.280245599,0.046793356,0.069433335,-1.81E-05,1.65E-05,-9.30E-06,-0.001565163,-0.001639519,2.05E-06
California,Senate,General,11/8/2022,R,Mark Meuser,L,2213091,0,MarkMeuser,Senate Election Law Attorney,706,16581,7,0,0,0.028544198,873,26.91065292,23.51202749,0.873707062,0.064194699,0.235397734,0.312215154,0.283890542,0.065925602,0.103340381,4.16E-05,-6.96E-05,1.50E-05,-0.012636367,-0.014747872,4.18E-05
California,Senate,Primary,6/7/2022,D,Alex Padilla,W,3725544,1,AlexPadilla4CA,Senator California Husband Dad Former CA Secretary State MIT Grad San Fernando Valley native Defending dream,1569,112309,19,0,0,0.100305199,1735,28.55907781,25.47492795,0.892008073,0.106028379,0.239539389,0.392590485,0.283109114,0.043977648,0.060742768,-2.96E-05,-4.99E-05,1.85E-08,-0.003816653,-0.00466138,1.69E-05
California,Senate,Primary,6/7/2022,R,Chuck Smith,L,266766,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,Senate,Primary,6/7/2022,R,Cordie Williams,L,474321,0,drcordiew,Veteran Doctor Political Commentator Speaker 1776foreverfre megaphonemarine,1484,9249,7,0,0.05,0.008091819,310,24.53225806,22.20645161,0.905193951,0.134265518,0.242188924,0.336257454,0.296508142,0.081373659,0.144770557,-7.90E-05,0.00037984,0.00036404,-0.013396669,-0.016184318,6.45E-05
California,Senate,Primary,6/7/2022,R,James P. Bradley,L,235788,0,JamesBradleyCA,Father Defender US Constitution,2147,118355,6,0,0,0.007858347,82,20.20731707,18.95121951,0.937839469,-0.011772912,0.272214381,0.307793594,0.306309255,0.102234745,0.133149977,0.001971647,-0.001834845,-0.000666013,0.012342051,0.009653791,6.30E-05
California,Senate,Primary,6/7/2022,R,Jonathan Elist,L,289716,0,jonelist,Husband Business Owner Ex Government Advisor,368,1438,6,0,0,0.20449352,94,31.90425532,28.64893617,0.897965989,0.025769108,0.302883291,0.431136188,0.271893867,0.072649285,0.108835916,0.000495576,0.001214224,-0.000128696,0.044279883,0.056980819,-0.000420157
California,Senate,Primary,6/7/2022,R,Mark Meuser,W,1028374,0,MarkMeuser,Senate Election Law Attorney,706,16581,7,0,0,0.028544198,506,22.39130435,19.60079051,0.87537511,0.070339105,0.256722174,0.294901067,0.306316555,0.071604602,0.107800439,-3.73E-05,0.00019995,2.60E-05,0.002060736,0.003041827,-2.45E-05
Colorado,Senate,General,11/8/2022,R,Joe O'Dea,L,891752,0,ODeaForColorado,CEO Husband Dad Proud American Ran Senate voice working Americans,433,8661,16,0.4,0.5,0.119462771,1043,32.51198466,28.77277085,0.884989678,0.132998515,0.273932865,0.390278066,0.280007824,0.04346779,0.053054537,4.65E-05,2.24E-05,6.18E-06,0.001060822,0.000864877,2.71E-06
Colorado,Senate,General,11/8/2022,D,Michael Bennet,W,1128769,1,SenatorBennet,Senator Colorado,402,307112,3,0,0,0.035003126,959,38.09593326,33.45151199,0.878086166,0.145199901,0.243247464,0.413794445,0.26444969,0.03159617,0.052085421,3.78E-05,1.59E-05,-3.01E-06,-0.003748522,-0.004279777,5.57E-06
Colorado,Senate,Primary,6/7/2022,R,Joe O'Dea,W,249492,0,ODeaForColorado,CEO Husband Dad Proud American Ran Senate voice working Americans,433,8661,16,0.4,0.5,0.119462771,291,33.88316151,29.72164948,0.877180527,0.164448108,0.275304116,0.400404394,0.268993042,0.047485592,0.06416434,-0.000325666,-0.000290198,5.66E-05,0.021173222,0.024590819,-3.45E-05
Colorado,Senate,Primary,6/7/2022,R,Ron Hanks,L,200310,0,HanksUSSenate,Ron Hanks US Senate Twitter Profile Currently representing District 60 Colorado House Representatives Served 32 years US Air Force,72,563,24,0,0.4,0.004377013,111,29.59459459,26.41441441,0.892541857,0.163295024,0.310614126,0.413285656,0.30354737,0.040450569,0.055045877,0.000570986,0.001334157,0.000116091,0.040873991,0.036547912,0.000261283
Connecticut,Senate,General,11/8/2022,R,Leora Levy,L,534209,0,LeoraLevyCT,US Sen candidate Ambassador GodBlessAmerica RNC CTGOP CTSen,199,5273,8,0,0,0.04966862,391,37.19948849,33.07672634,0.889171537,0.104978275,0.270816429,0.404826075,0.257899033,0.091823353,0.144122443,0.000304657,0.000346762,-0.000271931,0.008057872,0.010210305,-1.90E-05
Connecticut,Senate,General,11/8/2022,D,Richard Blumenthal,W,714836,1,SenBlumenthal,Twitter account Senator Richard Blumenthal proudly working people Connecticut,981,713216,13,0.8,1,0.010889909,1286,36.56920684,32.78382582,0.896487199,0.180488769,0.269523749,0.497577514,0.243891622,0.03606028,0.055780987,-4.31E-05,-6.29E-05,-1.57E-06,-0.000960505,-0.000809725,-6.56E-06
Connecticut,Senate,Primary,8/9/2022,R,Leora Levy,W,46665,0,LeoraLevyCT,US Sen candidate Ambassador GodBlessAmerica RNC CTGOP CTSen,199,5273,8,0,0,0.04966862,184,37.58152174,33.30434783,0.886189443,0.146121745,0.283441101,0.440551607,0.263224998,0.066487103,0.100726328,-0.001278299,-0.000100792,0.000171566,0.003276762,0.00618655,-3.13E-05
Connecticut,Senate,Primary,8/9/2022,R,Peter Lumaj,L,8643,0,PeterLumaj,Attorney 2014 Republican Candidate SOTS CTGOP candidate US Senate 22 Official Twitter,566,1610,14,0,0,0.055749935,61,35.70491803,31.19672131,0.873737374,0.133699702,0.247544096,0.328171528,0.244515373,0.073171141,0.13094406,-0.002211631,-0.000943439,-0.000430104,-0.024008461,-0.054627181,0.000871458
Connecticut,Senate,Primary,8/9/2022,R,Themis Klarides,L,37017,0,RepTKlarides,House Republican Leader 114th District Yankees fan greekproud valleyproud familyfirst,1107,7567,10,0,0,0.003506527,469,30.24520256,26.79530917,0.885935848,0.225433578,0.288147586,0.427187848,0.284824975,0.065495947,0.116140378,-9.64E-05,-9.54E-05,-0.000156838,0.007255167,0.007321354,2.15E-05
Florida,Senate,General,11/8/2022,R,Marco Rubio,W,4469883,1,marcorubio,Husband Father AMERICAN Senator Florida Instagram marcorubio Truth marcorubio GatorNation FinsUp,2533,4494612,12,0,0,0.192245667,1104,30.01811594,26.61865942,0.886753168,0.031202539,0.259177894,0.346750358,0.289914019,0.061035618,0.079750525,-3.03E-06,5.21E-05,4.56E-06,0.003888725,0.005586422,-3.27E-05
Florida,Senate,General,11/8/2022,D,Val Demings,L,3197133,0,RepValDemings,Representative Florida 10th Congressional District Public Servant Former Orlando Police Chief Christian Wife Mother Grandmother Harley Enthusiast,892,444931,17,0,0.022222222,0.065352095,2650,30.18188679,26.85509434,0.8897752,0.147496785,0.250087207,0.3913098,0.278867693,0.040522388,0.056952201,8.54E-06,1.16E-05,-2.23E-06,-0.000116365,-0.000200975,3.23E-06
Florida,Senate,Primary,8/23/2022,D,Brian Rush,L,88619,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florida,Senate,Primary,8/23/2022,D,Ricardo De La Fuente,L,53681,0,Ricky4Congress,US Senate Florida 2022,771,2863,5,0,0,0.046119068,17,14.58823529,12.82352941,0.879032258,0.187913943,0.26175092,0.231584967,0.29584983,0.043131914,0.016764443,0.016854575,0.018888889,-3.44E-05,0.975490196,1.171568627,-0.005168793
Florida,Senate,Primary,8/23/2022,D,Val Demings,W,1197744,0,RepValDemings,Representative Florida 10th Congressional District Public Servant Former Orlando Police Chief Christian Wife Mother Grandmother Harley Enthusiast,892,444931,17,0,0.022222222,0.065352095,2504,30.25399361,26.91972843,0.889790908,0.149472356,0.252819607,0.39811786,0.277691317,0.039641763,0.053530916,1.03E-06,1.82E-06,2.68E-07,-0.000314947,-0.000346043,1.01E-06
Florida,Senate,Primary,8/23/2022,D,William Sanchez,L,79146,0,sanchezforsen,Father grandpa Immigration Atty Former univmiami GULaw defender marginalized former US SENATE candidate,4641,3901,15,0,0,0.007155527,1130,18.37610619,16.90514184,0.919952337,0.117104332,0.277381933,0.324071854,0.316757924,0.055773484,0.086733894,-1.22E-05,-1.77E-07,-1.07E-05,0.00282411,0.003729095,-1.29E-05
Georgia,Senate,General,11/8/2022,R,Herschel Walker,W,1906192,0,HerschelWalker,United States Senate,4363,913247,4,0,0,0.016419774,318,28.14150943,25.17295597,0.894513353,0.23687869,0.323718539,0.432182992,0.29003983,0.060826494,0.084965378,7.49E-05,0.000214764,-1.91E-05,-0.00550777,-0.009529773,2.36E-05
Georgia,Senate,General,11/8/2022,D,Raphael Warnock,W,1941275,1,ReverendWarnock,Advocate Savannah born raised Morehouse alum Senator Georgia Join us TeamWarnock,956,1217619,12,0,0,0.012689958,1518,22.99538867,20.75296443,0.902483743,0.191755085,0.283367064,0.359762861,0.314547876,0.043567964,0.051243923,1.37E-06,7.00E-05,-6.05E-07,0.006859242,0.007615507,-1.43E-05
Georgia,Senate,Primary,5/24/2022,R,Gary Black,L,157370,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,Senate,Primary,5/24/2022,R,Herschel Walker,W,803560,0,HerschelWalker,United States Senate,4363,913247,4,0,0,0.016419774,250,26.852,24.276,0.904066736,0.287105788,0.329688973,0.440405609,0.288301248,0.056066501,0.083094742,4.95E-05,-0.000330674,-0.000148531,-0.010023712,-0.01147372,4.15E-05
Georgia,Senate,Primary,5/24/2022,R,Jonathan McColumn,L,28601,0,JonMcColumn,Nation God,40,41,3,0,0,0.276417041,30,23.86666667,21.46666667,0.899441341,0.112692901,0.332129363,0.436643519,0.322911324,0.044409389,0.033202366,0.001645192,0.007211871,-0.000860014,0.058286986,0.08320356,-0.000896644
Georgia,Senate,Primary,5/24/2022,R,Josh Clark,L,46693,0,JoshClarkGA,father six blessings XC Coach Biz Owner past Executive NeoLife Intl former GA State Representative Senate Candidate Jesus,989,1578,19,-0.125,0.125,0.032459538,357,31.52661064,28.08683473,0.890892936,0.122129695,0.281771319,0.374142208,0.298511012,0.060243538,0.09825816,-0.000229276,-0.000330273,-4.58E-05,-0.007049571,-0.009162412,5.15E-05
Georgia,Senate,Primary,5/24/2022,R,Kelvin King,L,37930,0,kelvinking4ga,Senate candidate Georgia Husband Father Christian Business Owner USAFA grad USAF Veteran Speak Georgia WinForAmerica,98,2964,16,0,0,0.039128787,534,38.72284644,34.1741573,0.88253216,0.248589483,0.230427877,0.419096238,0.24228794,0.039980192,0.045664643,-6.55E-05,-0.000120339,2.69E-05,0.000331734,-0.000513578,2.50E-05
Georgia,Senate,Primary,5/24/2022,R,Latham Saddler,L,104471,0,LathamSaddler,Generation Conservative Leader Candidate Senate Georgia Fmr Navy SEAL officer NSC Director Intelligence Programs White House Fellow,149,2819,20,0,0,0.009565124,555,34.38198198,30.73873874,0.894036265,0.166363876,0.258587787,0.392112193,0.271643005,0.052677867,0.082827463,-4.75E-05,-7.89E-05,-5.87E-05,0.000562118,0.0010678,-1.60E-05
Georgia,Senate,Primary,5/24/2022,D,Raphael Warnock,W,702610,1,ReverendWarnock,Advocate Savannah born raised Morehouse alum Senator Georgia Join us TeamWarnock,956,1217619,12,0,0,0.012689958,676,27.17455621,24.57100592,0.904191617,0.166841093,0.278014816,0.380704016,0.31145386,0.042826289,0.055519681,-8.29E-05,0.000140578,-2.71E-05,0.011465985,0.012980809,-2.98E-05
